,movie name,year,link,player_list
79,Princess Mononoke,(1997),https://m.imdb.com/title/tt0119698/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Yves Montand', 'Charles Vanel', 'Peter van Eyck', 'Folco Lulli', 'Véra Clouzot', 'William Tubbs', 'Darío Moreno', 'Jo Dest', 'Antonio Centa', 'Luis De Lima', 'Grégoire Gromoff', 'Josep Palau i Fabre', 'Faustini', 'Seguna', 'Darling Légitimus', 'René Baranger', 'Pat Hurst', 'Evelio Larenagas']"
80,Once Upon a Time in America,(1984),https://m.imdb.com/title/tt0087843/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Buster Keaton', 'Marion Mack', 'Glen Cavender', 'Jim Farley', 'Frederick Vroom', 'Frank Barnes', 'Charles Henry Smith', 'Joe Keaton', 'Mike Donlin', 'Tom Nawn', 'Henry Baird', 'Joe Bricher', 'Jimmy Bryant', 'Sergeant Bukowski', 'C.C. Cruson', 'Jack Dempster', 'Keith Fennell', 'Budd Fine']"
81,Good Will Hunting,(1997),https://m.imdb.com/title/tt0119217/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Charlton Heston', 'Jack Hawkins', 'Stephen Boyd', 'Haya Harareet', 'Hugh Griffith', 'Martha Scott', ""Cathy O'Donnell"", 'Sam Jaffe', 'Finlay Currie', 'Frank Thring', 'Terence Longdon', 'George Relph', 'André Morell', 'Nello Appodia', 'Fortunato Arena', 'Bruno Ariè', 'Les Ballets Africains', 'Emma Baron']"
82,Your Name.,(2016),https://m.imdb.com/title/tt5311514/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"[""Ryan O'Neal"", 'Marisa Berenson', 'Patrick Magee', 'Hardy Krüger', 'Steven Berkoff', 'Gay Hamilton', 'Marie Kean', 'Diana Körner', 'Murray Melvin', 'Frank Middlemass', 'André Morell', ""Arthur O'Sullivan"", 'Godfrey Quigley', 'Leonard Rossiter', 'Philip Stone', 'Leon Vitali', 'John Bindon', 'Roger Booth']"
83,Requiem for a Dream,(2000),https://m.imdb.com/title/tt0180093/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Orson Welles', 'Joseph Cotten', 'Alida Valli', 'Trevor Howard', 'Paul Hörbiger', 'Ernst Deutsch', 'Erich Ponto', 'Siegfried Breuer', 'Hedwig Bleibtreu', 'Bernard Lee', 'Wilfrid Hyde-White', 'Nelly Arno', 'Jack Arrow', 'Harold Ayer', 'Harry Belcher', 'Leo Bieber', 'Paul Birch', 'Martin Boddey']"
84,Toy Story 3,(2010),https://m.imdb.com/title/tt0435761/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,[]
85,Singin' in the Rain,(1952),https://m.imdb.com/title/tt0045152/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Harrison Ford', 'Rutger Hauer', 'Sean Young', 'Edward James Olmos', 'M. Emmet Walsh', 'Daryl Hannah', 'William Sanderson', 'Brion James', 'Joe Turkel', 'Joanna Cassidy', 'James Hong', 'Morgan Paull', 'Kevin Thompson', 'John Edward Allen', 'Hy Pyke', 'Kimiko Hiroshige', 'Bob Okazaki', 'Carolyn DeMirjian']"
86,3 Idiots,(2009),https://m.imdb.com/title/tt1187043/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Marlon Brando', 'Karl Malden', 'Lee J. Cobb', 'Rod Steiger', 'Pat Henning', 'Leif Erickson', 'James Westerfield', 'Tony Galento', 'Tami Mauriello', 'John F. Hamilton', 'John Heldabrand', 'Rudy Bond', 'Don Blackman', 'Arthur Keegan', 'Abe Simon', 'Eva Marie Saint', 'Martin Balsam', 'Dan Bergin']"
87,High and Low,(1963),https://m.imdb.com/title/tt0057565/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Ethan Hawke', 'Julie Delpy', 'Andrea Eckert', 'Hanno Pöschl', 'Karl Bruckschwaiger', 'Tex Rubinowitz', 'Erni Mangold', 'Dominik Castell', 'Haymon Maria Buttinger', 'Harald Waiglein', 'Bilge Jeschim', 'Kurti', 'Hans Weingartner', 'Liese Lyon', 'Peter Ily Huemer', 'Otto Reiter', 'Hubert Fabian Kulterer', 'Branko Andric']"
88,Star Wars: Episode VI - Return of the Jedi,(1983),https://m.imdb.com/title/tt0086190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Michael Gambon', 'Ralph Fiennes', 'Alan Rickman', 'Evanna Lynch', 'Domhnall Gleeson', 'Clémence Poésy', 'Warwick Davis', 'John Hurt', 'Helena Bonham Carter', 'Graham Duff', 'Anthony Allgood', 'Rusty Goffe', 'Jon Key', 'Kelly Macdonald', 'Jason Isaacs']"
89,2001: A Space Odyssey,(1968),https://m.imdb.com/title/tt0062622/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi', 'Fereshte Sarabandi', 'Kamal Mirkarimi', 'Behzad Rafi', 'Dariush Mokhtari', 'Mohammad-Hasan Hosseinian', 'Masume Dair', 'Kambiz Peykarnegar', 'Hasan Roohparvari', 'Abbas-Ali Roomandi', 'Jafar Seyfollahi', 'Qolamreza Maleki', 'Zahra Mirzai', 'Sara Zamani', 'Mohammad Haj-Hosseini']"
90,Eternal Sunshine of the Spotless Mind,(2004),https://m.imdb.com/title/tt0338013/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender', 'Brad Pitt', 'Dwight Henry', 'Dickie Gravois', 'Bryan Batt', 'Ashley Dyke', 'Kelsey Scott', 'Quvenzhané Wallis', 'Cameron Zeigler', 'Tony Bentley', 'Scoot McNairy', 'Taran Killam', 'Christopher Berry', 'Bill Camp', 'Mister Mackey Jr.', 'Chris Chalk']"
91,Reservoir Dogs,(1992),https://m.imdb.com/title/tt0105236/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Charles Chaplin', 'Mack Swain', 'Tom Murray', 'Henry Bergman', 'Malcolm Waite', 'Georgia Hale', 'Jack Adams', 'Frank Aderias', 'Leona Aderias', 'Lillian Adrian', 'Sam Allen', 'Claude Anderson', 'Harry Arras', 'Albert Austin', 'Marta Belfort', 'William Bell', 'Francis Bernhardt', 'F.J. Beuaregard']"
92,Capernaum,(2018),https://m.imdb.com/title/tt8267604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Melissa Leo', 'Maria Bello', 'Terrence Howard', 'Paul Dano', 'Dylan Minnette', 'Zoë Soul', 'Erin Gerasimovich', 'Kyla-Drew', 'Wayne Duvall', 'Len Cariou', 'David Dastmalchian', 'Brad James', 'Anthony Reynolds', 'Robert C. Treveiler', 'Sandra Ellis Lafferty']"
93,The Hunt,(2012),https://m.imdb.com/title/tt2106476/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Hitoshi Takagi', 'Noriko Hidaka', 'Chika Sakamoto', 'Shigesato Itoi', 'Sumi Shimamoto', 'Tanie Kitabayashi', 'Yûko Maruyama', 'Machiko Washio', 'Reiko Suzuki', 'Masashi Hirose', 'Toshiyuki Amagasa', 'Shigeru Chiba', 'Naoki Tatsuta', 'Tarako', 'Tomohiro Nishimura', 'Mitsuko Ishida', 'Chie Kôjiro', 'Daiki Nakamura']"
94,Citizen Kane,(1941),https://m.imdb.com/title/tt0033467/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Leonardo DiCaprio', 'Tom Hanks', 'Christopher Walken', 'Martin Sheen', 'Nathalie Baye', 'Amy Adams', 'James Brolin', 'Brian Howe', 'Frank John Hughes', 'Steve Eastin', 'Chris Ellis', 'John Finn', 'Jennifer Garner', 'Nancy Lenehan', 'Ellen Pompeo', 'Elizabeth Banks', 'Guy Thauvette', 'Candice Azzara']"
95,Lawrence of Arabia,(1962),https://m.imdb.com/title/tt0056172/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Hilary Swank', 'Clint Eastwood', 'Morgan Freeman', 'Jay Baruchel', 'Mike Colter', 'Lucia Rijker', ""Brían F. O'Byrne"", 'Anthony Mackie', 'Margo Martindale', 'Riki Lindhome', 'Michael Peña', 'Benito Martinez', 'Bruce MacVittie', 'David Powledge', ""Joe D'Angerio"", 'Marcus Chait', 'Tom McCleister', 'Erica Grant']"
96,M,(1931),https://m.imdb.com/title/tt0022100/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Clint Eastwood', 'Bee Vang', 'Christopher Carley', 'Ahney Her', 'Brian Haley', 'Geraldine Hughes', 'Dreama Walker', 'Brian Howe', 'John Carroll Lynch', 'William Hill', 'Brooke Chia Thao', 'Chee Thao', 'Choua Kue', 'Scott Eastwood', 'Xia Soua Chang', 'Sonny Vue', 'Doua Moua', 'Greg Trzaskoma']"
97,Come and See,(1985),https://m.imdb.com/title/tt0091251/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler', 'Pauline Lynch', 'Shirley Henderson', 'Stuart McQuarrie', 'Irvine Welsh', 'Dale Winton', 'Keith Allen', 'Kevin Allen', 'Annie Louise Ross']"
98,North by Northwest,(1959),https://m.imdb.com/title/tt0053125/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Tom Hardy', 'Nick Nolte', 'Joel Edgerton', 'Jennifer Morrison', 'Frank Grillo', 'Kevin Dunn', 'Maximiliano Hernández', 'Bryan Callen', 'Sam Sheridan', 'Fernando Chien', 'Jake McLaughlin', 'Vanessa Martinez', 'Denzel Whitaker', 'Carlos Miranda', 'Nick Lehane', 'Laura Chinn', 'Capri Thomas', 'Lexi Cowan']"
99,Vertigo,(1958),https://m.imdb.com/title/tt0052357/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Chieko Baishô', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa', 'Ryûnosuke Kamiki', 'Mitsunori Isaki', 'Yô Ôizumi', 'Akio Ôtsuka', 'Daijirô Harada', 'Haruko Katô', 'Jean Simmons', 'Christian Bale', 'Lauren Bacall', 'Blythe Danner', 'Emily Mortimer', 'Josh Hutcherson', 'Billy Crystal', 'Jena Malone']"
100,Amélie,(2001),https://m.imdb.com/title/tt0211915/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones', 'Kerry Condon', 'Alejandro Barrios', 'Jason Ledford', 'Darrell Britt-Gibson', 'Abbie Cornish', 'Riya May Atwood', 'Selah Atwood', 'Lucas Hedges', 'Zeljko Ivanek', 'Amanda Warren', 'Malaya Rivera Drew', 'Sandy Martin', 'Peter Dinklage', 'Christopher Berry']"
101,A Clockwork Orange,(1971),https://m.imdb.com/title/tt0066921/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Carla Quevedo', 'Javier Godino', 'Bárbara Palladino', 'Rudy Romano', 'Alejandro Abelenda', 'Mario Alarcón', 'Guillermo Francella', 'Sebastián Blanco', 'Mariano Argento', 'José Luis Gioia', 'Juan José Ortíz', 'Kiko Cerone', 'Fernando Pardo', 'Maximiliano Trento', 'Sergio Santana']"
102,The Apartment,(1960),https://m.imdb.com/title/tt0053604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['William H. Macy', 'Frances McDormand', 'Steve Buscemi', 'Peter Stormare', 'Kristin Rudrüd', 'Harve Presnell', 'Tony Denman', 'Gary Houston', 'Sally Wingert', 'Kurt Schweickhardt', 'Larissa Kokernot', 'Melissa Peterman', 'Steve Reevis', 'Warren Keith', 'Steve Edelman', 'Sharon Anderson', 'Larry Brandenburg', 'James Gaulke']"
103,Double Indemnity,(1944),https://m.imdb.com/title/tt0036775/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert', 'Harold Goodwin', 'Ann Sears', 'Heihachirô Ôkawa', 'Keiichirô Katsumoto', 'M.R.B. Chakrabandhu', 'Vilaiwan Seeboonreaung', 'Ngamta Suphaphongs', 'Javanart Punynchoti']"
104,Full Metal Jacket,(1987),https://m.imdb.com/title/tt0093058/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt', 'Patrick Allen', 'George Leigh', 'George Alderson', 'Robin Hughes', 'Richard Bender', 'Robin Sanders Clark', 'Jack Cunningham', 'Robert Dobson', 'Guy Doleman', 'Bess Flowers', 'Robert Garvin', 'Herschel Graham']"
105,Ikiru,(1952),https://m.imdb.com/title/tt0044741/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Nicholas Rowe', 'Nick Marcq', 'Charles Forbes', 'Vinnie Jones', 'Lenny McLean', 'Peter McNicholl', 'P.H. Moriarty', 'Frank Harper', 'Steve Sweeney', 'Huggy Leaver', 'Ronnie Fox', 'Tony McMahon', 'Stephen Marcus']"
106,Hamilton,(2020),https://m.imdb.com/title/tt8503618/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Hugo Weaving', 'Natalie Portman', 'Rupert Graves', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack', 'Natasha Wightman', 'John Standing', 'Eddie Marsan', 'Clive Ashborn', 'Emma Field-Rayner', 'Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti']"
107,Scarface,(1983),https://m.imdb.com/title/tt0086250/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Amy Poehler', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Phyllis Smith', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Paula Poundstone', 'Bobby Moynihan', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui']"
108,The Sting,(1973),https://m.imdb.com/title/tt0070735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Clark Gable', 'Vivien Leigh', 'Thomas Mitchell', ""Barbara O'Neil"", 'Evelyn Keyes', 'Ann Rutherford', 'George Reeves', 'Fred Crane', 'Hattie McDaniel', 'Oscar Polk', 'Butterfly McQueen', 'Victor Jory', 'Everett Brown', 'Howard Hickman', 'Alicia Rhett', 'Leslie Howard', 'Olivia de Havilland', 'Rand Brooks']"
109,To Kill a Mockingbird,(1962),https://m.imdb.com/title/tt0056592/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Robert De Niro', 'Cathy Moriarty', 'Joe Pesci', 'Frank Vincent', 'Nicholas Colasanto', 'Theresa Saldana', 'Mario Gallo', 'Frank Adonis', 'Joseph Bono', 'Frank Topham', 'Lori Anne Flax', 'Charles Scorsese', 'Don Dunphy', 'Bill Hanrahan', 'Rita Bennett', 'James V. Christy', 'Bernie Allen', 'Floyd Anderson']"
110,Heat,(1995),https://m.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur', 'T.K. Carter', 'David Clennon', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter']"
111,Up,(2009),https://m.imdb.com/title/tt1049413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Darrell Zwerling', 'Diane Ladd', 'Roy Jenson', 'Roman Polanski', 'Richard Bakalyan', 'Joe Mantell', 'Bruce Glover', 'Nandu Hinds', ""James O'Rear"", 'James Hong', 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer']"
112,Taxi Driver,(1976),https://m.imdb.com/title/tt0075314/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Anthony Hopkins', 'John Hurt', 'Anne Bancroft', 'John Gielgud', 'Wendy Hiller', 'Freddie Jones', 'Michael Elphick', 'Hannah Gordon', 'Helen Ryan', 'John Standing', 'Dexter Fletcher', 'Lesley Dunlop', 'Phoebe Nicholls', 'Pat Gorman', 'Claire Davenport', 'Orla Pederson', 'Patsy Smart', 'Frederick Treves']"
113,Incendies,(2010),https://m.imdb.com/title/tt1255953/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft', 'Geoffrey Rush', 'Andrew Stanton', 'Elizabeth Perkins', 'Nicholas Bird', 'Bob Peterson', 'Barry Humphries', 'Eric Bana', 'Bruce Spence']"
114,Metropolis,(1927),https://m.imdb.com/title/tt0017136/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'Charles Bronson', 'James Donald', 'Donald Pleasence', 'James Coburn', 'Hannes Messemer', 'David McCallum', 'Gordon Jackson', 'John Leyton', 'Angus Lennie', 'Nigel Stock', 'Robert Graf', 'Jud Taylor', 'Hans Reiser', 'Harry Riebauer', 'William Russell']"
115,A Separation,(2011),https://m.imdb.com/title/tt1832382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Uma Thurman', 'David Carradine', 'Daryl Hannah', 'Michael Madsen', 'Lucy Liu', 'Vivica A. Fox', 'Julie Dreyfus', 'Chiaki Kuriyama', ""Shin'ichi Chiba"", 'Chia-Hui Liu', 'Michael Parks', 'Michael Bowen', 'Jun Kunimura', 'Kenji Ohba', 'Yuki Kazamatsuri', 'James Parks', 'Sakichi Sato', 'Jonathan Loughran']"
116,L.A. Confidential,(1997),https://m.imdb.com/title/tt0119488/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford']"
117,Snatch,(2000),https://m.imdb.com/title/tt0208092/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=df09bbba-7a44-41c0-bc85-426ba05a5574&pf_rd_r=R9N3Q0473JZET8YH4S2A&pf_rd_s=top-1&pf_rd_t=15506&pf_rd_i=top&ref_=m_chttp_tt_1,"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura', 'Minoru Chiaki', 'Kichijirô Ueda', 'Noriko Honma', 'Daisuke Katô']"
